team_name,logo_url
AC Ajaccio,https://tmssl.akamaized.net//images/wappen/small/1147_1486566285.png?lm=1486566285
AC Arles-Avignon,https://tmssl.akamaized.net//images/wappen/small/11300_1683037947.png?lm=1683037947
AD Alcorcón,https://tmssl.akamaized.net//images/wappen/small/11596_1468166385.png?lm=1468166385
AD Ceuta,https://tmssl.akamaized.net//images/wappen/small/8568.png?lm=1422971808
AJ Auxerre,https://tmssl.akamaized.net//images/wappen/small/290.png?lm=1635851977
AS Beauvais,https://tmssl.akamaized.net//images/wappen/small/3135_1486632609.png?lm=1486632609
AS Béziers,https://tmssl.akamaized.net//images/wappen/small/10867.png?lm=1481630489
AS Nancy,https://tmssl.akamaized.net//images/wappen/small/1159_1486654642.png?lm=1486654642
AS Red Star 93,https://tmssl.akamaized.net//images/wappen/small/1154_1486634909.png?lm=1486634909
AS Saint-Seurin,https://tmssl.akamaized.net//images/wappen/small/58258.png?lm=1486066744
ASOA Valence,https://tmssl.akamaized.net//images/wappen/small/1424_1485529840.png?lm=1485529840
Alavés,https://tmssl.akamaized.net//images/wappen/small/1108_1721688046.png?lm=1721688046
Albacete,https://tmssl.akamaized.net//images/wappen/small/1532.png?lm=1407563756
Algeciras CF,https://tmssl.akamaized.net//images/wappen/small/3705.png?lm=1437977652
Alicante,https://tmssl.akamaized.net//images/wappen/small/12502.png?lm=1457444187
Almería CF,https://tmssl.akamaized.net//images/wappen/small/3302.png?lm=1736335439
Alverca,https://tmssl.akamaized.net//images/wappen/small/2521.png?lm=1468133408
Amiens SC,https://tmssl.akamaized.net//images/wappen/small/1416_1486632114.png?lm=1486632115
Angers SCO,https://tmssl.akamaized.net//images/wappen/small/1420_1486476606.png?lm=1486476606
Arouca,https://tmssl.akamaized.net//images/wappen/small/8024.png?lm=1530096604
Athletic Club,https://tmssl.akamaized.net//images/wappen/small/621.png?lm=1695069038
Atl. Madrileño,https://tmssl.akamaized.net//images/wappen/small/3679_1499811483.png?lm=1499811483
Atlco. Marbella,https://tmssl.akamaized.net//images/wappen/small/42872.png?lm=1457444403
Atlético,https://tmssl.akamaized.net//images/wappen/small/13_1499465832.png?lm=1499465832
Avs FS,https://tmssl.akamaized.net//images/wappen/small/110302.png?lm=1698968034
B SAD,https://tmssl.akamaized.net//images/wappen/small/2457.png?lm=1552479825
Barcelona,https://tmssl.akamaized.net//images/wappen/small/131_1400792355.png?lm=1400792353
Barcelona B,https://tmssl.akamaized.net//images/wappen/small/2464_1438291334.png?lm=1438291335
Beira-Mar,https://tmssl.akamaized.net//images/wappen/small/1436.png?lm=1416392753
Belenenses,https://tmssl.akamaized.net//images/wappen/small/68608.png?lm=1549897757
Benfica,https://tmssl.akamaized.net//images/wappen/small/294_1405340821.png?lm=1405340821
Besançon RC,https://tmssl.akamaized.net//images/wappen/small/2967_1486567093.png?lm=1486567093
Bilbao Athletic,https://tmssl.akamaized.net//images/wappen/small/6688.png?lm=1695069038
Bilbao B,https://tmssl.akamaized.net//images/wappen/small/6688.png?lm=1695069038
Boavista,https://tmssl.akamaized.net//images/wappen/small/2503.png?lm=1480959207
Bourg-en-Bresse,https://tmssl.akamaized.net//images/wappen/small/2972.png?lm=1546256460
Bourges,https://tmssl.akamaized.net//images/wappen/small/3549_1485865006.png?lm=1485865006
Braga,https://tmssl.akamaized.net//images/wappen/small/1075.png?lm=1432893871
Brest Armorique,https://tmssl.akamaized.net//images/wappen/small/3911_1485792817.png?lm=1485792817
Burgos CF,https://tmssl.akamaized.net//images/wappen/small/1536.png?lm=1695651736
CA Bastia,https://tmssl.akamaized.net//images/wappen/small/28559.png?lm=1485455598
CA Osasuna,https://tmssl.akamaized.net//images/wappen/small/331.png?lm=1686070937
