team_name,logo_url
Granada 74,https://tmssl.akamaized.net//images/wappen/small/3896.png?lm=1468167677
Granada CF,https://tmssl.akamaized.net//images/wappen/small/16795.png?lm=1724157697
Grenoble,https://tmssl.akamaized.net//images/wappen/small/1290_1662147912.png?lm=1662147913
Guingamp,https://tmssl.akamaized.net//images/wappen/small/855_1676569872.png?lm=1676569873
Hércules CF,https://tmssl.akamaized.net//images/wappen/small/7971.png?lm=1437942824
LB Châteauroux,https://tmssl.akamaized.net//images/wappen/small/1175_1676507661.png?lm=1676507662
La Roche Vendée,https://tmssl.akamaized.net//images/wappen/small/3541_1688561723.png?lm=1688561723
Le Havre AC,https://tmssl.akamaized.net//images/wappen/small/738.png?lm=1408780648
Le Mans FC,https://tmssl.akamaized.net//images/wappen/small/1164.png?lm=1459583517
Le Mans UC 72,https://tmssl.akamaized.net//images/wappen/small/1164_1676560159.png?lm=1676560160
Leiria,https://tmssl.akamaized.net//images/wappen/small/2639_1721474438.png?lm=1721474439
Leixões,https://tmssl.akamaized.net//images/wappen/small/3345.png?lm=1508851080
Lens,https://tmssl.akamaized.net//images/wappen/small/826.png?lm=1595457059
Levante,https://tmssl.akamaized.net//images/wappen/small/3368.png?lm=1408655062
Leça,https://tmssl.akamaized.net//images/wappen/small/3267.png?lm=1615321239
Lib.-St.-Seurin,https://tmssl.akamaized.net//images/wappen/small/2968_1485607313.png?lm=1485607313
Lille,https://tmssl.akamaized.net//images/wappen/small/1082.png?lm=1529521041
Lorca Deportiva,https://tmssl.akamaized.net//images/wappen/small/7972.png?lm=1514309668
Lorca FC,https://tmssl.akamaized.net//images/wappen/small/34559.png?lm=1469179266
Louh.-Cuiseaux,https://tmssl.akamaized.net//images/wappen/small/619_1486125471.png?lm=1486125471
Lyon,https://tmssl.akamaized.net//images/wappen/small/1041.png?lm=1656668172
Marseille,https://tmssl.akamaized.net//images/wappen/small/244.png?lm=1485642163
Marítimo,https://tmssl.akamaized.net//images/wappen/small/1301.png?lm=1656600130
Monaco,https://tmssl.akamaized.net//images/wappen/small/162.png?lm=1654781919
Montpellier,https://tmssl.akamaized.net//images/wappen/small/969.png?lm=1748640687
Moreirense,https://tmssl.akamaized.net//images/wappen/small/979.png?lm=1552324606
Mulhouse S-A,https://tmssl.akamaized.net//images/wappen/small/1774_1486657571.png?lm=1486657571
Málaga B,https://tmssl.akamaized.net//images/wappen/small/5649.png?lm=1749674822
Málaga CF,https://tmssl.akamaized.net//images/wappen/small/1084.png?lm=1749674822
